"text","text_raw","name","keywords","upper_text","lower_text","brackets_text","id","year","color","province","region","producer","designation","variety","country","id_conf","year_conf","color_conf","province_sim","region_sim","producer_sim","designation_sim","variety_sim","brackets_conf","upper_text_hit","lower_text_hit","brackets_text_hit","inspect","dictionary_hit","any_hit","table","file","file_id","file_number","name_id","l","b","r","t","name_center_x_orig","name_center_y_orig"
"GOLDEN WEDDING rice heer eesti satan","GOLDEN WEDDING (3. 65 in May) . rice heer eesti satan","GOLDEN WEDDING (3. 65 in May) . rice heer eesti satan","character(0)","GOLDEN WEDDING","rice heer eesti satan","3 65 in May","NULL","NULL","NULL","NULL","NULL","Golden","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL","0.428571428571429","NULL","NULL","NULL","producer","NULL","NULL","producer (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_38",463,3028.5,1562,3097.5,1013.20587364895,3073.22979037982
"Pierce)","Pierce) (carefully selected blend—Exceptional value)","Pierce) (carefully selected blend—Exceptional value)","character(0)","NULL","Pierce)","carefully selected blend—Exceptional value","NULL","NULL","NULL","NULL","NULL","NULL","Exception","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.166666666666667","NULL","NULL","NULL","NULL","designation","designation (submatch brackets_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_39",463,3121,1562,3184.5,1014.13592659834,3162.97497131735
"Pierce) HEUBLEIN‘'S POWDER HORN","Pierce) (carefully selected biend—LExceptional value) HEUBLEIN‘'S POWDER HORN ............... Veer sen tessa seit e","Pierce) (carefully selected biend—LExceptional value) HEUBLEIN‘'S POWDER HORN","character(0)","HEUBLEIN","Pierce) ‘'S POWDER HORN","carefully selected biend—LExceptional value","NULL","NULL","NULL","NULL","NULL","NULL","Exception","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.162790697674419","NULL","NULL","NULL","NULL","designation","designation (submatch brackets_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_40",463,3145,1562,3232.5,1014.5089840488,3198.97303832294
"MOUNT VERNON PAUL JONES","MOUNT VERNON PAUL JONES    ","MOUNT VERNON PAUL JONES","character(0)","MOUNT VERNON PAUL JONES","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_41",463,3242.5,1562,3329,1015.51416662362,3295.96782997688
"PAUL JONES CARSTAIRS WHITE SEAL","PAUL JONES   CARSTAIRS WHITE SEAL  ","PAUL JONES CARSTAIRS WHITE SEAL","character(0)","PAUL JONES CARSTAIRS WHITE SEAL","NULL","NULL","NULL","NULL","white","NULL","NULL","NULL","White","NULL","NULL","NULL","NULL","96.8050842285156","NULL","NULL","NULL","0.161290322580645","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_42",463,3293.5,1562,3382.5,1016.05561806213,3348.21502445027
"CARSTAIRS WHITE SEAL BELLOWS RESERVE","CARSTAIRS WHITE SEAL BELLOWS RESERVE    ","CARSTAIRS WHITE SEAL BELLOWS RESERVE","character(0)","CARSTAIRS WHITE SEAL BELLOWS RESERVE","NULL","NULL","NULL","NULL","white","NULL","NULL","SERVE","Reserve","NULL","Romania","NULL","NULL","94.8057250976562","NULL","NULL","0.138888888888889","0.194444444444444","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_43",463,3344.5,1562,3431.5,1016.57375340998,3398.2123397358
"BELLOWS RESERVE 8S 5S PIERCE NO SIX BLEND","BELLOWS RESERVE 8S. 5S. PIERCE NO. SIX BLEND .....c.c.cecesescrcesesisersssesersrsasese  ","BELLOWS RESERVE 8S. 5S. PIERCE NO. SIX BLEND","character(0)","BELLOWS RESERVE","8S 5S PIERCE NO SIX BLEND","NULL","NULL","NULL","NULL","NULL","NULL","SERVE","Reserve","NULL","Romania","NULL","NULL","NULL","NULL","NULL","0.333333333333333","0.466666666666667","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_44",463,3396.5,1562,3479.5,1017.09188875783,3448.20965502134
"S S PIERCE NO SIX BLEND","S. S. PIERCE NO. SIX BLEND .........cccoririnniiirnnniinninnccnaannes ”™ BE FY REIL 4d]","S. S. PIERCE NO. SIX BLEND","character(0)","S S PIERCE NO SIX BLEND","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Blend","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.217391304347826","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_45",463,3442.5,1562,3510.5,1017.49085297567,3486.7075877912
"P M DE LUXE AIF 62 II FATTY BREEN","P.M. DE LUXE   AIF 62 II FATTY BREEN","P.M. DE LUXE AIF 62 II FATTY BREEN","character(0)","P M DE LUXE AIF","62 II FATTY BREEN","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_46",463,3472.5,1562,3559.5,1017.90017990047,3526.20546686678
"NR UE ANI 200000909 00000 0000 rr) tery YY YY TY II TE PARK & TILFORD RESERVE","NR UE ANI. 200000909 00000 0000 rr) tery YY YY TY II TE PARK & TILFORD RESERVE  ","NR UE ANI. 200000909 00000 0000 rr) tery YY YY TY II TE PARK & TILFORD RESERVE","character(0)","NR UE ANI","200000909 00000 0000 rr) tery YY YY TY II TE PARK & TILFORD RESERVE","NULL","NULL","NULL","NULL","NULL","NULL","SERVE","Reserve","NULL","Romania","NULL","NULL","NULL","NULL","NULL","0.0746268656716418","0.104477611940298","NULL","NULL","NULL","designation","NULL","producer (submatch lower_text); designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_47",463,3515.5,1562,3585.5,1018.25769329049,3560.7036144138
"PARK & TILFORD RESERVE HIRAM WALKER IMPERIAL","PARK & TILFORD RESERVE HIRAM WALKER IMPERIAL    ","PARK & TILFORD RESERVE HIRAM WALKER IMPERIAL","character(0)","NULL","& TILFORD RESERVE HIRAM WALKER IMPERIAL","NULL","NULL","NULL","NULL","NULL","NULL","Imperial","Reserve","NULL","Chile","NULL","NULL","NULL","NULL","NULL","0.205128205128205","0.17948717948718","NULL","NULL","NULL","designation","NULL","producer (submatch lower_text); designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_48",463,3547,1562,3637,1018.68774562921,3602.20138610079
"HIRAM WALKER IMPERIAL CORBY’S RESERVE","HIRAM WALKER IMPERIAL CORBY’S RESERVE    ","HIRAM WALKER IMPERIAL CORBY’S RESERVE","character(0)","HIRAM WALKER IMPERIAL CORBY","’S RESERVE","NULL","NULL","NULL","NULL","NULL","NULL","Imperial","Walker","NULL","Chile","NULL","NULL","NULL","NULL","NULL","0.296296296296296","0.222222222222222","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_49",463,3600,1562,3690.5,1019.23955977467,3655.44852687989
"KING BLACK LABEL","KING BLACK LABEL  ","KING BLACK LABEL","character(0)","KING BLACK LABEL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Black Label","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.6875","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_50",463,3672,1562,3738,1019.85873151535,3715.1953186461
"OLD THOMPSON","OLD THOMPSON  ","OLD THOMPSON","character(0)","OLD THOMPSON","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_51",463,3725,1562,3787.5,1020.3898202469,3766.44256681378
"FLEISCHMANN'S PREFERRED","FLEISCHMANN'S PREFERRED ........cccoorvnrcrcsnressirorensenenens","FLEISCHMANN'S PREFERRED","character(0)","FLEISCHMANN'S PREFERRED","NULL","NULL","NULL","NULL","red","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","91.9134368896484","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_52",463,3773,1562,3837,1020.89500221105,3815.18994921717
"FLEISCHMANN'S ANCE RESERVE coieiverssiersnsenssirsirmirnissirassvistrmsrsssmonssonrsst PREFERRED","FLEISCHMANN'S ANCE RESERVE coieiverssiersnsenssirsirmirnissirassvistrmsrsssmonssonrsst PREFERRED ........cccoorvnrcrcsnressirorensenenens","FLEISCHMANN'S ANCE RESERVE coieiverssiersnsenssirsirmirnissirassvistrmsrsssmonssonrsst PREFERRED","character(0)","FLEISCHMANN'S ANCE RESERVE","coieiverssiersnsenssirsirmirnissirassvistrmsrsssmonssonrsst PREFERRED","NULL","NULL","NULL","red","NULL","NULL","SERVE","Reserve","NULL","Romania","NULL","NULL","91.9134368896484","NULL","NULL","0.192307692307692","0.269230769230769","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_53",463,3801,1562,3885.5,1021.29137575215,3853.43789541061
"BELLOWS PARTNERS CHOICE","BELLOWS PARTNERS CHOICE ....oocceerercrernrrnrnrrsssnennnnne","BELLOWS PARTNERS CHOICE","character(0)","BELLOWS PARTNERS CHOICE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Artner","NULL","NULL","Austria","NULL","NULL","NULL","NULL","NULL","0.260869565217391","NULL","NULL","NULL","producer","NULL","NULL","producer (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_54",463,3873,1562,3936.5,1021.92868223001,3914.93459321182
"S 'S PIERCE NO FORTY BLEND ssessaeecereceesessnaranssartsssrreses","S.'S. PIERCE NO. FORTY BLEND ssessaeecereceesessnaranssartsssrreses","S.'S. PIERCE NO. FORTY BLEND ssessaeecereceesessnaranssartsssrreses","character(0)","S 'S PIERCE NO FORTY BLEND","ssessaeecereceesessnaranssartsssrreses","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Blend","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.192307692307692","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_55",463,3927,1562,3990,1022.48567772895,3968.68170714377
"BOURBON DE LUXE ssssseessanesvernsarensaseene","BOURBON DE LUXE (51% Bourbon) ssssseessanesvernsarensaseene","BOURBON DE LUXE (51% Bourbon) ssssseessanesvernsarensaseene","character(0)","BOURBON DE LUXE","ssssseessanesvernsarensaseene","51% Bourbon","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_56",463,3976,1562,4041,1023.0038130768,4018.67902242931
"HNN IN rN HH he TT Ns oT S S PIERCE ROUND TABLE estsesconcuseses","HNN IN rN HH. he TT Ns oT S. S. PIERCE ROUND TABLE (51% Bourbon) estsesconcuseses","HNN IN rN HH. he TT Ns oT S. S. PIERCE ROUND TABLE (51% Bourbon) estsesconcuseses","character(0)","HNN IN","rN HH he TT Ns oT S S PIERCE ROUND TABLE estsesconcuseses","51% Bourbon","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_57",463,4026.5,1562,4090.5,1023.52194842465,4068.67633771484
"SEAGRAM SEVEN CROWN","SEAGRAM SEVEN CROWN  ","SEAGRAM SEVEN CROWN","character(0)","SEAGRAM SEVEN CROWN","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Seven","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.263157894736842","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_58",463,4077,1562,4140.5,1024.04267444924,4118.92363957681
"CALVERT RESERVE 1oocsivierissvisasssommmmississsmsissomseinsiinrenss","CALVERT: RESERVE  1oocsivierissvisasssommmmississsmsissomseinsiinrenss..","CALVERT RESERVE 1oocsivierissvisasssommmmississsmsissomseinsiinrenss","character(0)","CALVERT RESERVE","1oocsivierissvisasssommmmississsmsissomseinsiinrenss","NULL","NULL","NULL","NULL","NULL","NULL","SERVE","Calvert","NULL","Romania","NULL","NULL","NULL","NULL","NULL","0.333333333333333","0.466666666666667","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_59",463,4127,1562,4191.5,1024.56599115057,4169.4209280152
"“ire vn y TT YI ssn I Ne a ar paw gi GIBSON N DIAMOND 8","“ire vn y TT YI ssn I Ne a ar paw gi GIBSON N DIAMOND 8  ","“ire vn y TT YI ssn I Ne a ar paw gi GIBSON N DIAMOND 8","character(0)","TT YI","“ire vn y ssn I Ne a ar paw gi GIBSON N DIAMOND 8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Diamond","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.102040816326531","NULL","NULL","variety","NULL","variety (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_60",463,4176.5,1562,4239.5,1025.07117311472,4218.1683104186
"IT I LE I TH TD ay a ral Lr mp a aan SCHENLEY RESERVE","IT I LE I TH TD ay. a ral Lr mp a aan SCHENLEY RESERVE  ","IT I LE I TH TD ay. a ral Lr mp a aan SCHENLEY RESERVE","character(0)","IT I LE I TH TD","ay a ral Lr mp a aan SCHENLEY RESERVE","NULL","NULL","NULL","NULL","NULL","NULL","SERVE","Reserve","NULL","Romania","NULL","NULL","NULL","NULL","NULL","0.135135135135135","0.189189189189189","NULL","NULL","NULL","designation","NULL","producer (submatch lower_text); designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_61",463,4230.5,1562,4296.5,1025.64630335084,4273.66533038554
"THREE FEATHERS RESERVE","THREE FEATHERS RESERVE .  ","THREE FEATHERS RESERVE .","character(0)","THREE FEATHERS RESERVE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Feather","Reserve","NULL","US","NULL","NULL","NULL","NULL","NULL","0.318181818181818","0.318181818181818","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_62",463,4282,1562,4344,1026.15925734521,4323.16267251822
"THREE FEATHERS RESERVE HUNTER","THREE FEATHERS RESERVE HUNTER    ","THREE FEATHERS RESERVE HUNTER","character(0)","THREE FEATHERS RESERVE HUNTER","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Feather","Reserve","NULL","US","NULL","NULL","NULL","NULL","NULL","0.241379310344828","0.241379310344828","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_63",463,4311,1562,4394.5,1026.57117494675,4362.91053817022
""" BRANDS ci CLUB SPECIAL","#21"" BRANDS ci CLUB SPECIAL .....ocooccrssrsrsrrimensssnne",""" BRANDS ci CLUB SPECIAL","character(0)","BRANDS",""" ci CLUB SPECIAL","NULL","#21","NULL","NULL","NULL","NULL","list(producer = ""Brandl"")","NULL","NULL","Austria","54.008731842041","NULL","NULL","NULL","NULL","0.833333333333333","NULL","NULL","NULL","producer","NULL","NULL","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_64",463,4380.5,1562,4476,1027.353559322,4438.40648425138
"n 5 IN TE EI I I TT FOUR ROSES","-n 5 IN TE EI I I TT FOUR ROSES  ","-n 5 IN TE EI I I TT FOUR ROSES","character(0)","IN TE EI I I TT FOUR ROSES","NULL","NULL","NULL","NULL","rose","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","96.3878479003906","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_65",463,4433,1562,4494.5,1027.72143541898,4473.90457810411
"FOUR ROSES RARE","FOUR ROSES RARE ....cccccttrerecceccnsssscsssssessnscnscssascesssscassasesssssssscs irrniminririrssissiisememinens.","FOUR ROSES RARE","character(0)","FOUR ROSES RARE","NULL","NULL","NULL","NULL","rose","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","89.3692016601562","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_66",463,4465,1562,4543.5,1028.14112505073,4514.4024034854
"MELROSE RARE LORD CALVERT","MELROSE RARE LORD CALVERT    ","MELROSE RARE LORD CALVERT","character(0)","MELROSE RARE LORD CALVERT","NULL","NULL","NULL","NULL","rose","NULL","NULL","Melrose","Calvert","NULL","US","NULL","NULL","96.0363464355469","NULL","NULL","0.28","0.28","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_67",463,4515,1562,4595.5,1028.66962310554,4565.39966507664
"AMERICAN ERD TEMPLETON 90 proof","AMERICAN ERD TEMPLETON. 90 proof (unique gin value) ...ccccccveeeeeeene","AMERICAN ERD TEMPLETON. 90 proof (unique gin value)","character(0)","AMERICAN ERD TEMPLETON","90 proof","unique gin value","NULL","NULL","NULL","America","NULL","NULL","American","NULL","US","NULL","NULL","NULL","0.318181818181818","NULL","NULL","0.363636363636364","NULL","NULL","designation","NULL","NULL","province (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_68",463,4648,1562,4774,1030.2836147141,4721.14130219109
"TEMPLETON 90 proof cccceeeeccccsnne HILLS AND UNDERWOOD 90 DIOOf ceeeerrecererccsersonsnecsssnes","TEMPLETON, 90 proof (unique gin Value) .cccceeeeccccsnne HILLS AND UNDERWOOD, 90 DIOOf ceeeerrecererccsersonsnecsssnes","TEMPLETON, 90 proof (unique gin Value) .cccceeeeccccsnne HILLS AND UNDERWOOD, 90 DIOOf ceeeerrecererccsersonsnecsssnes","character(0)","TEMPLETON","90 proof cccceeeeccccsnne HILLS AND UNDERWOOD 90 DIOOf ceeeerrecererccsersonsnecsssnes","unique gin Value","NULL","NULL","NULL","NULL","NULL","Underwood","Temple","NULL","US","NULL","NULL","NULL","NULL","NULL","0.104651162790698","0.666666666666667","NULL","NULL","designation","producer","NULL","designation (submatch upper_text); producer (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_69",463,4736,1562,4824.5,1031.00123217087,4790.38758386156
